स्त्रियो,स्त्री
पुलिसकर्मियों,पुलिसकर्मी
वस्तुओं,वस्तु
सजा,सज
घुट्टियां,घुट्टी
पहुँचाना,पहुँचा
चली,चल
चढ़कर,चढ
धोए,धो
डिब्बों,डिब्बा
मक़बरा,मकबरा
गल्र्रर्स,गर्ल्र
थोड़ी,थोडी
चढ़ाया,चढ़ा
बताते,बता
हटकर,हट
बसें,बस
अवधियों,अवधि
पिरोने,पिरो
बनाएगी,बना
सुलझने,सुलझ
छापे,छाप
संचालकों,संचालक
पृष्ठों,पृष्ठ
रोते,रो
छोड़े,छोड
मछुआरों,मछुआरा
लिखवाया,लिखवा
सिक्खों,सिक्ख
खोलने,खोल
पहुंचता,पहुंच
बेचा,बेच
खासी,खास
सूखी,सूख
मानती,मान
भड़केगा,भड़क
गार्डों,गार्ड
एयरलाइंसों,एयरलाइन
लौटाया,लौटा
ज़िक्र,जिक्र
बुलाने,बुला
सुना,सुन
संभालने,संभाल
विहारों,विहार
महिलाएँ,महिला
नियोक्ताओं,नियोक्ता
शिक्षाकर्मियों,शिक्षाकर्मी
प्रताड़ित,प्रताडित
बढ़ाए,बढ़ा
चिकित्सकों,चिकित्सक
पैंथर्स,पैंथर
"60,735",60735
बढ़ा,बढ
सिटीजंस,सिटीजन
करवा,करा
गंवाना,गँवा
चुनी,चुन
उड़ता,उड
किस्मों,किस्म
मिलेंगे,मिल
मोर्चों,मोर्चा
फैक्ट्रियों,फैक्ट्री
खींचती,खींच
जमीनें,जमीन
झुलसते,झुलस
चुराने,चुरा
सट्टेदारों,सट्टेदार
पंहुचने,पंहुच
बनता,बन
उतरती,उतर
करवा,कर
प्रधानमंत्रियों,प्रधानमंत्री
कब्रें,कब्र
एयरलाइनों,एयरलाइन
कहलाने,कहला
बढ़ेगी,बढ
तौलने,तौल
यूनियनों,यूनियन
उल्टियाँ,उल्टी
बैठी,बैठ
बनेगा,बन
लड़ाकू,लडाका
बैठीं,बैठ
