स्त्रियो,स्त्री
फौजियों,फौजी
कमेटियों,कमेटी
तलाशना,तलाश
अनुमानों,अनुमान
बाड़ी,बाडी
घोषणाएँ,घोषणा
गृहों,गृह
मूर्तियां,मूर्ति
बचेगी,बच
अनुभवों,अनुभव
बिकते,बिक
पटुवों,पटुवा
यात्रियों,यात्री
करवा,कर
नदियां,नदी
पहुंचाया,पहुंच
मवेशियों,मवेशी
हममें,हम
जीती,जीत
संवादाताओं,संवादाता
जाना,जा
दिखाई,दिखा
स्‍मृतियों,स्‍मृति
"१,०००",१०००
खिलाने,खिला
छोड़ा,छोड़
लोगो,लोग
इराक़,इराक
सैलानियों,सैलानी
उठाकर,उठा
कारणों,कारण
तरेरने,तरेर
ज़िम्मेदार,जिम्मेदार
खदेड़,खदेड
जाने,जा
ठहराया,ठहरा
उठाये,उठा
"१४,६३६",१४६३६
नजरों,नजर
वर्क्‍स,वर्क
जिनका,जो
डेलिगेट्स,डेलिगेट
बुलाया,बुला
रेंजर्स,रेंजर
डीज़ल,डीजल
दीजिए,दे
निबटने,निबट
लड़कों,लडका
खिले,खिल
घोषणाओं,घोषणा
टैक्सेज,टैक्स
जमना,जम
बनाएं,बना
उड़ीसा,उडीसा
करने,कर
पेट्रोकेमिकल्स,पेट्रोकेमिकल
उखाड़ने,उखाड
मिले,मिल
पाठकों,पाठक
कंपनियाँ,कंपनी
रमने,रम
बनाती,बना
खुली,खुल
"30,000",30000
माफ़ी,माफी
कराएं,करा
गाड़ियों,गाड़ी
करुंगी,कर
निबटना,निबट
स्कूलों,स्कूल
अफगानिस्तानियों,अफगानिस्तानी
पटरियाँ,पटरी
नौवीं,नौवा
मठाधीशों,मठाधीश
चेतना,चेत
बटोरने,बटोर
लाया,ला
मरते,मर
कपड़ा,कपडा
फंडों,फंड
डाइयां,डाई
संभला,संभल
